date,district,GAM Prevalence,next_prevalence,prevalence_diff,total population
2018-07-01,Laasqoray,0.2261999999999999,0.3817815509494871,0.1555815509494872,68592.0
2018-07-01,Lughaye,0.4196119285022721,0.2962807470311721,-0.1233311814711,209904.0
2018-07-01,Galdogob,0.4695085383288688,0.4017369795363936,-0.0677715587924752,113789.0
2018-07-01,Garbahaarey,0.345678336354725,0.3582420806274685,0.0125637442727434,195781.0
2018-07-01,Garoowe,0.5170266990935967,0.3790731071095702,-0.1379535919840264,252497.0
2018-07-01,Gebiley,0.2443191130723181,0.195572345649635,-0.0487467674226831,46901.0
2018-07-01,Hargeysa,0.2386485041615721,0.1951645146346709,-0.0434839895269011,226941.0
2018-07-01,Iskushuban,0.4846457772814762,0.4239158201206688,-0.0607299571608073,53457.0
2018-07-01,Jalalaqsi,0.3858321287337016,0.4698845151234747,0.084052386389773,33133.0
2018-07-01,Jamaame,0.4077438698894172,0.3149404261361454,-0.0928034437532717,498248.0
2018-07-01,Hobyo,0.3354148794445133,0.3520726565695597,0.0166577771250464,98774.0
2018-07-01,Jilib,0.4060356888423295,0.3157056116630282,-0.0903300771793013,87385.0
2018-07-01,Jowhar,0.3830459721840857,0.4361091139158288,0.053063141731743,71386.0
2018-07-01,Kismaayo,0.4685498464822668,0.3096236699207461,-0.1589261765615207,179997.0
2018-07-01,Kurtunwaarey,0.4461179568825337,0.4391758387432182,-0.0069421181393155,97441.0
2018-07-01,Laas Caanood,0.2293654902134254,0.3237610476395274,0.094395557426102,1044086.0
2018-07-01,Laasqoray/Badhan,0.3337234329786193,0.4904449978933187,0.1567215649146994,99156.511924614
2018-07-01,Jariiban,0.4050420526164857,0.3547174345570384,-0.0503246180594472,453433.5705113778
2018-07-01,Luuq,0.4123022966960434,0.4097136186539254,-0.0025886780421179,99156.511924614
2019-01-01,Caluula,0.5231865541625861,0.4710581502935269,-0.0521284038690592,72825.10892154372
2019-01-01,Burtinle,0.4133399855287525,0.3848427803948877,-0.0284972051338648,50826.922426099656
2019-01-01,Buuhoodle,0.188847667729668,0.3121385033565494,0.1232908356268814,32985.89249446174
2019-01-01,Buur Hakaba,0.47037719442215,0.5490683229813665,0.0786911285592165,51734.09343957278
2019-01-01,Cabudwaaq,0.3232371835699271,0.3728535271691253,0.0496163435991982,69575.12337121068
2019-01-01,Cadaado,0.3305779447408884,0.3520109308137275,0.021432986072839,79231.76914493041
2019-01-01,Cadale,0.397642761583422,0.3368835013608263,-0.0607592602225957,2228463.313873727
