date,district,total population,Under-Five Population,GAM,MAM,SAM,GAM Prevalence,SAM Prevalence,SAM/GAM ratio
2021-07-01,Dhuusamarreeb,,42409.999999437074,15100.0,,1910.0,0.3560481018674942,0.0450365479845638,0.1264900662251655
2021-07-01,Diinsoor,,29406.400000000005,12340.0,,2880.0,0.419636541705207,0.0979378638663692,0.233387358184765
2021-07-01,Doolow,,17067.0,6000.0,,740.0,0.3515556336790297,0.0433585281537469,0.1233333333333333
2021-07-01,Eyl,,28766.514157815043,10380.0,,1110.0,0.3608362119600107,0.0385865313367641,0.1069364161849711
2021-07-01,Gaalkacyo,,139290.80000000002,52930.0,,8510.0,0.3799963816705769,0.0610952051391764,0.1607783865482713
2021-07-01,Galdogob,,31180.0,14260.0,,2110.0,0.4573444515715202,0.0676715843489416,0.1479663394109397
2021-07-01,Garbahaarey,,25083.4,8210.0,,1000.0,0.3273081001778068,0.0398670036757377,0.1218026796589525
2021-07-01,Garoowe,,56111.40000000001,21120.0,,1970.0,0.3763941017333375,0.0351087301332705,0.0932765151515151
2021-07-01,Gebiley,,35881.0,10320.0,,1890.0,0.2876174019676151,0.0526741172208132,0.1831395348837208
2021-07-01,Hargeysa,,176920.0,47350.0,,8550.0,0.2676350893059009,0.0483269274248247,0.1805702217529039
2021-07-01,Hobyo,,31703.2,9040.0,,1030.0,0.2851447172525171,0.0324888339347447,0.1139380530973451
2021-07-01,Iskushuban,,10180.400000000003,3630.0,,390.0,0.3565675219048366,0.0383089073120898,0.1074380165289256
2021-07-01,Jalalaqsi,,10831.4,4420.0,,840.0,0.4080728253042081,0.0775523016415237,0.1900452488687782
2021-07-01,Jamaame,,74282.92201107787,32510.0,,7740.0,0.4376510659496103,0.1041962242525371,0.2380805905875115
2021-07-01,Jariiban,,32671.59999774996,10890.0,,1430.0,0.3333170092909431,0.0437689002099218,0.1313131313131313
2021-07-01,Jilib,,28586.090729168,11560.0,,2770.0,0.4043924756806527,0.0969002731518518,0.2396193771626297
2021-07-01,Jowhar,,73180.0,32760.0,,6210.0,0.4476632959825088,0.0848592511615195,0.1895604395604395
2021-07-01,Kismaayo,,60740.0,23900.0,,5880.0,0.3934804082976622,0.0968060586104708,0.2460251046025104
2021-07-01,Kurtunwaarey,,12893.494046351409,5900.0,,1120.0,0.4575951234622532,0.086865514962326,0.1898305084745762
2021-07-01,Laas Caanood,,44694.59999999999,9430.0,,820.0,0.2109874570977254,0.0183467353998022,0.0869565217391304
2021-07-01,Laasqoray/Badhan,,26801.6,7220.0,,690.0,0.2693869022744911,0.0257447316578114,0.095567867036011
2021-07-01,Lughaye,,12173.399999592812,3020.0,,410.0,0.2480818834591006,0.0336799908007388,0.1357615894039735
2021-07-01,Luuq,,23903.200000000004,8920.0,,1350.0,0.3731717928980219,0.0564777937681983,0.1513452914798206
2021-07-01,Marka,,49416.17014314811,22040.0,,4040.0,0.4460078540314803,0.0817546157117595,0.1833030852994555
2021-07-01,Owdweyne,,16577.8,3780.0,,470.0,0.2280157801397049,0.0283511684300691,0.1243386243386243
2021-07-01,Qandala,,10898.0,3620.0,,540.0,0.3321710405579005,0.0495503762158194,0.149171270718232
2021-07-01,Qansax Dheere,,23065.8,9930.0,,2430.0,0.4305075046172255,0.1053507790755144,0.2447129909365559
2021-07-01,Qardho,,28511.400000000005,12050.0,,1470.0,0.422637962358916,0.0515583240388055,0.1219917012448132
2021-07-01,Qoryooley,,25309.0008654479,11420.0,,2160.0,0.4512228697099891,0.0853451312236056,0.1891418563922942
2021-07-01,Rab Dhuure,,15127.6,6940.0,,1560.0,0.4587641132763954,0.1031227689785557,0.2247838616714697
2021-07-01,Saakow/Salagle,,18929.00553220557,7790.0,,1710.0,0.4115377316967968,0.0903375508602724,0.2195121951219512
2021-07-01,Sablaale,,12659.085911641385,5680.0,,1030.0,0.4486895846702985,0.0813644845440858,0.1813380281690141
2021-07-01,Sheikh,,24523.2,5500.0,,850.0,0.2242774189339074,0.034661055653422,0.1545454545454545
2021-07-01,Taleex,,15707.400000000003,3750.0,,280.0,0.2387409755911226,0.0178259928441371,0.0746666666666666
2021-07-01,Tayeeglow,,27943.6,11770.0,,2700.0,0.4212055712220329,0.0966231981562862,0.2293967714528462
2021-07-01,Waajid,,15159.4,6820.0,,1490.0,0.4498858793883663,0.098288850482209,0.218475073313783
2021-07-01,Wanla Weyn,,63909.400000000016,28650.0,,5740.0,0.4482908617511664,0.0898146438552075,0.200349040139616
2021-07-01,Xarardheere,,13859.600000000002,3720.0,,360.0,0.268406014603596,0.0259747756067996,0.0967741935483871
2021-07-01,Xudun,,16219.4,3340.0,,240.0,0.2059262364822373,0.0147970948370469,0.0718562874251497
2021-07-01,Xudur,,19450.4,8700.0,,1890.0,0.4472915724098218,0.0971702381442026,0.2172413793103448
2021-07-01,Zeylac,,11246.4,2690.0,,340.0,0.2391876511594821,0.0302318964290795,0.1263940520446096
2021-01-01,Baki,99157.0,19830.0,4515.0,,485.0,0.2276853252647503,0.0244578920827029,0.1074197120708748
2021-01-01,Borama,453434.0,90685.0,17340.0,,2575.0,0.1912113359430997,0.0283949936593703,0.1485005767012687
2021-01-01,Lughaye,99157.0,19830.0,3760.0,,700.0,0.1896116994452849,0.0353000504286434,0.1861702127659574
2021-01-01,Zeylac,72825.0,14565.0,2700.0,,520.0,0.1853759011328527,0.0357020254033642,0.1925925925925926
2021-01-01,Berbera,179997.0,36000.0,7410.0,,1100.0,0.2058333333333333,0.0305555555555555,0.1484480431848853
2021-01-01,Gebiley,97441.0,19490.0,3750.0,,465.0,0.1924063622370446,0.0238583889173935,0.124
2021-01-01,Hargeysa,1044086.0,208815.0,41050.0,,6600.0,0.1965854943370926,0.0316069247898857,0.1607795371498173
2021-01-01,Burco,498249.0,99650.0,14045.0,,2190.0,0.140943301555444,0.0219769192172604,0.1559273762904948
2021-01-01,Buuhoodle,98773.0,19755.0,3750.0,,775.0,0.1898253606681852,0.0392305745380916,0.2066666666666666
2021-01-01,Owdweyne,87386.0,17475.0,3405.0,,550.0,0.1948497854077253,0.0314735336194563,0.1615271659324522
2021-01-01,Sheikh,71387.0,14275.0,2610.0,,270.0,0.1828371278458844,0.0189141856392294,0.1034482758620689
2021-01-01,Caynabo,46901.0,9380.0,2415.0,,560.0,0.2574626865671642,0.0597014925373134,0.2318840579710145
2021-01-01,Laas Caanood,226940.0,45390.0,10470.0,,2435.0,0.2306675479180436,0.0536461775721524,0.2325692454632283
2021-01-01,Taleex,53457.0,10690.0,3030.0,,670.0,0.2834424695977549,0.0626753975678204,0.2211221122112211
2021-01-01,Xudun,33133.0,6625.0,1670.0,,405.0,0.2520754716981132,0.0611320754716981,0.2425149700598802
2021-01-01,Ceel Afweyn,113789.0,22760.0,6870.0,,1380.0,0.3018453427065026,0.0606326889279437,0.2008733624454148
2021-01-01,Ceerigaabo,195781.0,39155.0,10320.0,,1865.0,0.263567871280807,0.0476312092963861,0.1807170542635658
2021-01-01,Laasqoray/Badhan,252497.0,50500.0,16165.0,,3290.0,0.3200990099009901,0.0651485148514851,0.2035261367151253
2021-01-01,Bandarbeyla,15023.0,3005.0,880.0,,115.0,0.2928452579034942,0.038269550748752,0.1306818181818181
2021-01-01,Bossaso,467020.0,93405.0,33840.0,,5260.0,0.3622932391199615,0.056313901825384,0.1554373522458629
2021-01-01,Caluula,51766.0,10355.0,3720.0,,595.0,0.3592467407049734,0.0574601641718976,0.1599462365591397
2021-01-01,Iskushuban,62264.0,12455.0,3680.0,,500.0,0.2954636692091529,0.0401445202729827,0.1358695652173913
2021-01-01,Qandala,52515.0,10505.0,3730.0,,600.0,0.3550690147548786,0.0571156592099,0.1608579088471849
2021-01-01,Qardho,64346.0,12870.0,4555.0,,690.0,0.3539238539238539,0.0536130536130536,0.1514818880351262
2021-01-01,Burtinle,59092.0,11820.0,4470.0,,805.0,0.3781725888324873,0.0681049069373942,0.1800894854586129
2021-01-01,Eyl,68592.0,13720.0,4230.0,,620.0,0.3083090379008746,0.0451895043731778,0.1465721040189125
2021-01-01,Garoowe,209904.0,41980.0,13135.0,,1905.0,0.3128870890900428,0.045378751786565,0.1450323562999619
2021-01-01,Gaalkacyo,377473.0,75495.0,28940.0,,5075.0,0.3833366448109146,0.0672229949003245,0.1753628196268141
2021-01-01,Galdogob,72580.0,14515.0,6560.0,,1330.0,0.4519462624870823,0.0916293489493627,0.2027439024390244
2021-01-01,Hobyo,69851.0,13970.0,3970.0,,565.0,0.2841803865425912,0.0404438081603435,0.1423173803526448
2021-01-01,Jariiban,74373.0,14875.0,5185.0,,850.0,0.3485714285714286,0.0571428571428571,0.1639344262295081
2021-01-01,Xarardheere,33448.0,6690.0,1615.0,,195.0,0.2414050822122571,0.0291479820627802,0.1207430340557275
2021-01-01,Cabudwaaq,111449.0,22290.0,8350.0,,1640.0,0.3746074472857784,0.0735755944369672,0.1964071856287425
2021-01-01,Cadaado,77426.0,15485.0,5355.0,,940.0,0.3458185340652244,0.0607039070067807,0.1755368814192343
2021-01-01,Ceel Buur,66070.0,13215.0,4755.0,,835.0,0.3598183881952327,0.0631857737419599,0.1756046267087276
2021-01-01,Ceel Dheer,72923.0,14585.0,4105.0,,615.0,0.2814535481659239,0.0421666095303393,0.1498172959805115
2021-01-01,Dhuusamarreeb,99941.0,19990.0,6540.0,,1000.0,0.3271635817908954,0.0500250125062531,0.1529051987767584
2021-01-01,Belet Weyne,231851.0,46370.0,11475.0,,1855.0,0.2474660340737546,0.0400043131334914,0.1616557734204793
2021-01-01,Bulo Burto,90880.0,18175.0,3600.0,,505.0,0.1980742778541953,0.0277854195323246,0.1402777777777777
2021-01-01,Jalalaqsi,100263.0,20055.0,3905.0,,545.0,0.1947145350286711,0.0271752680129643,0.1395646606914212
2021-01-01,Adan Yabaal,35879.0,7175.0,1990.0,,260.0,0.2773519163763066,0.0362369337979094,0.1306532663316583
2021-01-01,Balcad,183233.0,36645.0,15515.0,,2610.0,0.4233865465957157,0.0712239050347932,0.1682242990654205
2021-01-01,Cadale,61428.0,12285.0,3390.0,,435.0,0.2759462759462759,0.0354090354090354,0.1283185840707964
2021-01-01,Jowhar,156220.0,31245.0,14390.0,,2530.0,0.4605536885901744,0.0809729556729076,0.1758165392633773
2021-01-01,Afgooye,191431.0,38285.0,18535.0,,3395.0,0.4841321666449001,0.0886770275564842,0.1831669813865659
2021-01-01,Baraawe,56743.0,11350.0,5575.0,,1015.0,0.4911894273127753,0.0894273127753303,0.1820627802690582
2021-01-01,Kurtunwaarey,188548.0,37710.0,17510.0,,2855.0,0.4643330681516839,0.0757093609122248,0.163049685893775
2021-01-01,Marka,180336.0,36065.0,16645.0,,2900.0,0.4615277970331346,0.0804103701649799,0.1742264944427756
2021-01-01,Qoryooley,207773.0,41555.0,19090.0,,3135.0,0.4593911683311274,0.0754421850559499,0.1642221058145626
2021-01-01,Sablaale,20213.0,4045.0,1840.0,,310.0,0.4548825710754017,0.07663782447466,0.1684782608695652
2021-01-01,Wanla Weyn,66459.0,13290.0,6265.0,,1095.0,0.4714070729872084,0.082392776523702,0.174780526735834
2021-01-01,Baydhaba/Bardaale,515337.0,103065.0,48705.0,,7910.0,0.4725658564983263,0.0767476835007034,0.1624063237860589
2021-01-01,Buur Hakaba,129759.0,25950.0,12860.0,,2090.0,0.4955684007707129,0.0805394990366088,0.1625194401244168
2021-01-01,Diinsoor,139564.0,27915.0,13745.0,,2235.0,0.492387605230163,0.0800644814615798,0.1626045834849036
2021-01-01,Qansax Dheere,61939.0,12390.0,6300.0,,1025.0,0.5084745762711864,0.08272800645682,0.1626984126984127
2021-01-01,Ceel Barde,50827.0,10165.0,5975.0,,1280.0,0.58780127889818,0.1259222823413674,0.2142259414225941
2021-01-01,Rab Dhuure,32986.0,6595.0,3345.0,,590.0,0.5072024260803639,0.089461713419257,0.1763826606875934
2021-01-01,Tayeeglow,51734.0,10345.0,4865.0,,800.0,0.4702754954084098,0.0773320444659255,0.1644398766700925
2021-01-01,Waajid,69575.0,13915.0,6865.0,,1165.0,0.4933524973050665,0.0837226015091627,0.1697013838310269
2021-01-01,Xudur,79232.0,15845.0,8425.0,,1650.0,0.5317134742821079,0.1041337961502051,0.1958456973293768
2021-01-01,Baardheere,101133.0,20225.0,4830.0,,705.0,0.2388133498145859,0.0348578491965389,0.1459627329192546
2021-01-01,Belet Xaawo,71052.0,14210.0,5450.0,,675.0,0.3835327234342012,0.0475017593244194,0.1238532110091743
2021-01-01,Ceel Waaq,39782.0,7955.0,2120.0,,300.0,0.2664990571967316,0.0377121307353865,0.1415094339622641
2021-01-01,Doolow,56310.0,11260.0,4100.0,,565.0,0.3641207815275311,0.050177619893428,0.1378048780487805
2021-01-01,Garbahaarey,121988.0,24400.0,8875.0,,1230.0,0.3637295081967213,0.0504098360655737,0.1385915492957746
2021-01-01,Luuq,40676.0,8135.0,2915.0,,370.0,0.3583282114320836,0.0454824830977258,0.1269296740994854
2021-01-01,Bu'aale,78011.0,15600.0,5910.0,,1085.0,0.3788461538461538,0.069551282051282,0.1835871404399323
2021-01-01,Jilib,148588.0,29720.0,9285.0,,1635.0,0.3124158815612382,0.0550134589502018,0.1760904684975767
2021-01-01,Saakow/Salagle,59940.0,11990.0,4925.0,,870.0,0.4107589658048373,0.0725604670558799,0.1766497461928934
2021-01-01,Banadir,2228463.0,445695.0,192530.0,,33880.0,0.4319770246468998,0.076016109671412,0.1759725757024879
2021-01-01,Afmadow/Xagar,164086.0,32815.0,9905.0,,1660.0,0.3018436690537864,0.0505866219716593,0.1675921251892983
2021-01-01,Badhaadhe,45956.0,9190.0,2550.0,,410.0,0.2774755168661588,0.044613710554951,0.1607843137254902
2021-01-01,Jamaame,61242.0,12250.0,3750.0,,675.0,0.3061224489795918,0.0551020408163265,0.18
2021-01-01,Kismaayo,377653.0,75530.0,27985.0,,5945.0,0.3705150271415331,0.0787104461803257,0.2124352331606217
2020-07-01,Baki,99157.0,19831.0,4129.0,3789.0,340.0,0.2082093691694821,0.0171448741868791,0.0823443933155727
2020-07-01,Borama,453434.0,90687.0,12813.0,11350.0,1463.0,0.1412881669919613,0.0161324114812486,0.1141809100132677
2020-07-01,Lughaye,99157.0,19831.0,4803.0,3842.0,961.0,0.2421965609399425,0.0484594826282083,0.2000832812825317
2020-07-01,Zeylac,72825.0,14565.0,3609.0,2860.0,749.0,0.2477857878475798,0.0514246481290765,0.2075367137711277
2020-07-01,Ceel Barde,50827.0,10165.0,4980.0,4319.0,661.0,0.4899163797343827,0.0650270536153467,0.1327309236947791
2020-07-01,Rab Dhuure,32986.0,6597.0,2774.0,2362.0,412.0,0.4204941640139457,0.0624526299833257,0.1485219899062725
2020-07-01,Tayeeglow,51735.0,10347.0,4260.0,3536.0,724.0,0.4117135401565671,0.0699719725524306,0.1699530516431925
2020-07-01,Waajid,69574.0,13915.0,6077.0,5011.0,1066.0,0.4367229608336327,0.0766079770032339,0.1754155010696067
2020-07-01,Xudur,79231.0,15846.0,7083.0,5826.0,1257.0,0.4469897765997728,0.0793260128739114,0.1774671749258788
2020-07-01,Banadir,2228463.0,445693.0,207067.0,169960.0,37107.0,0.464595584853251,0.0832568606641791,0.1792028667049795
2020-07-01,Bandarbeyla,15023.0,3005.0,1023.0,917.0,106.0,0.3404326123128119,0.0352745424292845,0.1036168132942326
2020-07-01,Bossaso,467020.0,93404.0,38793.0,32341.0,6452.0,0.4153248254892724,0.0690762708235193,0.1663186657386642
2020-07-01,Caluula,51766.0,10353.0,4896.0,3923.0,973.0,0.4729064039408867,0.0939824205544286,0.1987336601307189
2020-07-01,Iskushuban,62264.0,12453.0,4660.0,4024.0,636.0,0.3742070183891431,0.0510720308359431,0.1364806866952789
2020-07-01,Qandala,52515.0,10503.0,4558.0,3744.0,814.0,0.4339712463105779,0.0775016661906122,0.1785870996050899
2020-07-01,Qardho,64346.0,12869.0,5145.0,4378.0,767.0,0.3997979640997746,0.0596005905664775,0.1490767735665694
2020-07-01,Baydhaba,515337.0,103068.0,49573.0,39910.0,9663.0,0.4809737260837505,0.0937536383746652,0.1949246565670828
2020-07-01,Buur Hakaba,129760.0,25952.0,10789.0,8783.0,2006.0,0.4157290382244143,0.0772965474722564,0.1859301140050051
2020-07-01,Diinsoor,139564.0,27913.0,12338.0,9983.0,2355.0,0.4420162648228424,0.0843692902948446,0.1908737234559896
2020-07-01,Qansax Dheere,61939.0,12388.0,5258.0,4254.0,1004.0,0.4244430093639005,0.0810461737164998,0.1909471281856219
2020-07-01,Cabudwaaq,111450.0,22290.0,8044.0,6945.0,1099.0,0.3608793180798564,0.0493046209062359,0.1366235703630035
2020-07-01,Cadaado,77426.0,15485.0,5235.0,4560.0,675.0,0.3380690991281885,0.0435905715208266,0.1289398280802292
2020-07-01,Ceel Buur,66069.0,13214.0,4317.0,3828.0,489.0,0.3266989556530952,0.0370062055395792,0.113273106323836
2020-07-01,Ceel Dheer,72923.0,14585.0,4169.0,3704.0,465.0,0.2858416181007885,0.0318820706205005,0.1115375389781722
2020-07-01,Dhuusamarreeb,99941.0,19988.0,6447.0,5700.0,747.0,0.3225435261156694,0.0373724234540724,0.1158678455095393
2020-07-01,Baardheere,101133.0,20227.0,4662.0,4013.0,649.0,0.2304840065259306,0.0320858258763039,0.1392106392106392
2020-07-01,Belet Xaawo,71052.0,14210.0,5009.0,4175.0,834.0,0.3524982406755805,0.0586910626319493,0.1665002994609702
2020-07-01,Ceel Waaq,39783.0,7957.0,1855.0,1624.0,231.0,0.2331280633404549,0.0290310418499434,0.1245283018867924
2020-07-01,Doolow,56311.0,11263.0,4232.0,3454.0,778.0,0.3757435851904466,0.0690757347065613,0.1838374291115312
2020-07-01,Garbahaarey,121988.0,24398.0,8775.0,7176.0,1599.0,0.3596606279203213,0.0655381588654807,0.1822222222222222
2020-07-01,Luuq,40676.0,8135.0,2490.0,2127.0,363.0,0.3060848186846958,0.0446220036877689,0.1457831325301204
2020-07-01,Belet Weyne,231850.0,46370.0,21450.0,18400.0,3050.0,0.4625835669613974,0.0657752857450938,0.1421911421911421
2020-07-01,Bulo Burto,90880.0,18176.0,8281.0,7015.0,1266.0,0.4556007922535211,0.0696522887323943,0.152880086946021
2020-07-01,Jalalaqsi,100263.0,20053.0,9113.0,7676.0,1437.0,0.4544457188450606,0.0716601007330574,0.1576868210249094
2020-07-01,Afmadow/Xagar,164086.0,32817.0,9126.0,7313.0,1813.0,0.2780875765609288,0.0552457567724045,0.1986631602016217
2020-07-01,Badhaadhe,45955.0,9191.0,2426.0,1894.0,532.0,0.2639538679142639,0.0578827113480578,0.2192910140148392
2020-07-01,Jamaame,61242.0,12248.0,4695.0,3731.0,964.0,0.3833278902677988,0.0787067276290006,0.2053248136315228
2020-07-01,Kismaayo,377653.0,75531.0,27337.0,20152.0,7185.0,0.3619308628245356,0.0951265043492076,0.2628305958956725
2020-07-01,Afgooye,191431.0,38286.0,17544.0,14278.0,3266.0,0.4582353863030873,0.085305333542287,0.1861605107159142
2020-07-01,Baraawe,56744.0,11349.0,5113.0,4156.0,957.0,0.4505242752665433,0.0843246100978059,0.1871699589282222
2020-07-01,Kurtunwaarey,188547.0,37709.0,18310.0,15439.0,2871.0,0.4855604762788724,0.0761356705295818,0.156799563080284
2020-07-01,Marka,180336.0,36067.0,17691.0,14514.0,3177.0,0.4905037846230626,0.0880860620511825,0.1795828387315584
2020-07-01,Qoryooley,207773.0,41555.0,19952.0,16773.0,3179.0,0.4801347611599085,0.0765010227409457,0.159332397754611
2020-07-01,Sablaale,20212.0,4042.0,1994.0,1656.0,338.0,0.4933201385452746,0.0836219693221177,0.1695085255767301
2020-07-01,Wanla Weyn,66459.0,13292.0,5702.0,4803.0,899.0,0.4289798374962383,0.0676346674691543,0.1576639775517362
2020-07-01,Bu'aale,78010.0,15602.0,6425.0,5230.0,1195.0,0.4118061786950391,0.0765927445199333,0.1859922178988327
2020-07-01,Jilib,148587.0,29717.0,11536.0,9436.0,2100.0,0.3881953090823434,0.0706666217989702,0.1820388349514563
2020-07-01,Saakow/Salagle,59941.0,11988.0,5051.0,4012.0,1039.0,0.421338004671338,0.08667000333667,0.2057018412195604
2020-07-01,Adan Yabaal,35878.0,7176.0,2074.0,1858.0,216.0,0.2890189520624303,0.0301003344481605,0.1041465766634522
2020-07-01,Balcad,183234.0,36647.0,14631.0,12347.0,2284.0,0.3992414113024258,0.0623243375992577,0.1561068963160412
2020-07-01,Cadale,61427.0,12285.0,3569.0,3187.0,382.0,0.2905168905168905,0.031094831094831,0.1070327822919585
2020-07-01,Jowhar,156220.0,31244.0,14385.0,11875.0,2510.0,0.4604083984124952,0.080335424401485,0.1744873131734445
2020-07-01,Gaalkacyo,377473.0,75495.0,33002.0,28690.0,4312.0,0.4371415325518246,0.0571163653222067,0.1306587479546694
2020-07-01,Galdogob,72579.0,14516.0,6012.0,5307.0,705.0,0.4141636814549462,0.0485670983742077,0.1172654690618762
2020-07-01,Hobyo,69851.0,13970.0,4276.0,3902.0,374.0,0.306084466714388,0.026771653543307,0.0874649204864359
2020-07-01,Jariiban,74373.0,14875.0,5225.0,4721.0,504.0,0.3512605042016806,0.0338823529411764,0.0964593301435406
2020-07-01,Xarardheere,33447.0,6689.0,2626.0,2388.0,238.0,0.3925848407833757,0.0355808043055763,0.0906321401370906
2020-07-01,Burtinle,59092.0,11818.0,4913.0,4244.0,669.0,0.415721780335082,0.0566085632086647,0.1361693466313861
2020-07-01,Eyl,68592.0,13718.0,4741.0,4203.0,538.0,0.345604315497886,0.0392185449774019,0.1134781691626239
2020-07-01,Garoowe,209904.0,41981.0,15793.0,13914.0,1879.0,0.3761939925204259,0.0447583430599556,0.1189767618565187
2020-07-01,Ceel Afweyn,113789.0,22758.0,6566.0,5185.0,1381.0,0.2885139291677652,0.0606819579927937,0.2103259214133414
2020-07-01,Ceerigaabo,195781.0,39156.0,9845.0,7774.0,2071.0,0.2514301767289815,0.0528910001021554,0.2103605891315388
2020-07-01,Laasqoray/Badhan,252497.0,50499.0,14277.0,11031.0,3246.0,0.2827184696726668,0.0642785005643676,0.2273586888001681
2020-07-01,Caynabo,46901.0,9380.0,1819.0,1431.0,388.0,0.1939232409381663,0.04136460554371,0.2133040131940626
2020-07-01,Laas Caanood,226941.0,45388.0,8234.0,6549.0,1685.0,0.1814135894950207,0.0371243500484709,0.204639300461501
2020-07-01,Taleex,53457.0,10691.0,2351.0,1815.0,536.0,0.2199045926480217,0.0501356280984005,0.2279880901743938
2020-07-01,Xudun,33133.0,6627.0,1340.0,1058.0,282.0,0.2022031084955485,0.0425531914893617,0.2104477611940298
2020-07-01,Burco,498248.0,99650.0,9087.0,7778.0,1309.0,0.0911891620672353,0.0131359759157049,0.1440519423352041
2020-07-01,Buuhoodle,98774.0,19755.0,2668.0,2290.0,378.0,0.1350544166033915,0.019134396355353,0.1416791604197901
2020-07-01,Owdweyne,87385.0,17477.0,2310.0,1948.0,362.0,0.132173714024146,0.0207129370029181,0.1567099567099567
2020-07-01,Sheikh,71386.0,14277.0,2078.0,1909.0,169.0,0.1455487847587028,0.0118372207046298,0.0813282001924927
2020-07-01,Berbera,179997.0,35999.0,6512.0,5700.0,812.0,0.1808939137198255,0.0225561821161698,0.1246928746928747
2020-07-01,Gebiley,97441.0,19488.0,3266.0,2852.0,414.0,0.1675903119868637,0.021243842364532,0.1267605633802817
2020-07-01,Hargeysa,1044086.0,208817.0,26684.0,23626.0,3058.0,0.1277865307901176,0.0146444015573444,0.1146005096687153
2020-01-01,Baki,99156.511924614,19831.3023849228,4842.65394907325,4139.346820237769,703.307128835481,0.2441924314943121,0.0354644952300352,0.1452317543709838
2020-01-01,Borama,453433.5705113778,90686.71410227555,19395.284951249945,16949.293222411277,2445.991728838668,0.2138712946350238,0.0269718861583197,0.1261126987815167
