date,next_prevalence,district,GAM Prevalence,actor2_Police Forces of Somaliland (2010-),interaction_12,fatalities,interaction_27,actor2_Al Shabaab,district_encoded,actor1_Police Forces of Somalia (2017-2022),actor1_Military Forces of Somalia (2017-2022),actor2_Military Forces of Somalia (2017-2022)
2018-07-01,0.2330307158506623,Badhaadhe,0.3711192650605567,0.0,8.0,266.0,4.0,41.0,4,0.0,3.0,0.0
2018-07-01,0.3124852051578765,Baki,0.2761092768701464,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0
2018-07-01,0.4256324032458843,Balcad,0.3580405856281527,0.0,35.0,158.0,6.0,44.0,6,0.0,38.0,8.0
2018-07-01,0.31831560695452,Bu'aale,0.4125181113098476,0.0,0.0,16.0,3.0,1.0,16,0.0,0.0,0.0
2018-07-01,0.4292576344574564,Banadir,0.4555156517242613,0.0,347.0,1928.0,177.0,351.0,7,83.0,425.0,84.0
2018-07-01,0.439931798183591,Baraawe,0.3785774588022779,0.0,19.0,94.0,10.0,48.0,9,0.0,17.0,0.0
2018-07-01,0.4723126687951987,Baydhaba,0.6333880388856111,0.0,81.0,507.0,28.0,110.0,10,19.0,68.0,6.0
2018-07-01,0.4709482336256127,Belet Weyne,0.4637281725694139,0.0,38.0,349.0,23.0,69.0,11,5.0,47.0,6.0
2018-07-01,0.4070600258586147,Belet Xaawo,0.3942363701220913,0.0,9.0,84.0,2.0,17.0,12,0.0,2.0,0.0
2018-07-01,0.2657364311048932,Berbera,0.2949701973955382,3.0,0.0,2.0,0.0,0.0,13,0.0,0.0,0.0
2018-07-01,0.204456465641011,Borama,0.2406251937071188,7.0,0.0,2.0,0.0,0.0,14,0.0,0.0,0.0
2018-07-01,0.3786044640745989,Bandarbeyla,0.499901764184284,0.0,0.0,6.0,0.0,0.0,8,0.0,0.0,0.0
2018-07-01,0.3983778863086515,Doolow,0.5392512067568789,0.0,3.0,8.0,2.0,3.0,35,1.0,2.0,0.0
2018-07-01,0.4709407002848428,Diinsoor,0.4769534198876959,0.0,13.0,56.0,6.0,21.0,34,6.0,8.0,1.0
2018-07-01,0.3939217335250711,Gaalkacyo,0.4668580324895174,0.0,11.0,181.0,7.0,10.0,37,3.0,1.0,0.0
2018-07-01,0.4847031486728068,Qandala,0.4649012053458273,0.0,10.0,64.0,6.0,1.0,58,0.0,0.0,0.0
2018-07-01,0.4706401766004414,Qansax Dheere,0.5092847348131929,0.0,8.0,35.0,6.0,14.0,59,4.0,7.0,0.0
2018-07-01,0.4087521426316601,Qardho,0.5372761677527557,0.0,0.0,10.0,0.0,0.0,60,0.0,0.0,0.0
2018-07-01,0.4388574958395,Qoryooley,0.4363798525409664,0.0,37.0,197.0,9.0,92.0,61,3.0,35.0,0.0
2018-07-01,0.3836149906890133,Saakow,0.3717999999999999,0.0,1.0,16.0,0.0,4.0,63,0.0,0.0,0.0
2018-07-01,0.4365207106198354,Sablaale,0.4309610549243231,0.0,1.0,0.0,0.0,2.0,64,0.0,1.0,0.0
2018-07-01,0.3787844823934796,Taleex,0.2547557920787028,0.0,0.0,2.0,0.0,0.0,66,0.0,0.0,0.0
2018-07-01,0.4731941786256158,Tayeeglow,0.3502607787971933,0.0,3.0,5.0,3.0,3.0,67,0.0,2.0,0.0
2018-07-01,0.4792888339084379,Waajid,0.4748949097855825,0.0,10.0,39.0,6.0,19.0,68,2.0,8.0,0.0
2018-07-01,0.4417324945420314,Wanla Weyn,0.3788174337777663,0.0,14.0,174.0,5.0,28.0,69,0.0,17.0,2.0
2018-07-01,0.3440937497588239,Xarardheere,0.3447106682656731,0.0,3.0,8.0,2.0,3.0,70,0.0,1.0,0.0
2018-07-01,0.3499931256730363,Xudun,0.2431695325710332,0.0,0.0,0.0,0.0,0.0,71,0.0,0.0,0.0
2018-07-01,0.48161201917032,Xudur,0.4689020964811947,0.0,28.0,122.0,3.0,38.0,72,1.0,22.0,0.0
2018-07-01,0.2939877424871059,Zeylac,0.4330650433619875,0.0,0.0,0.0,0.0,0.0,73,0.0,0.0,0.0
2018-07-01,0.2072939133886237,Owdweyne,0.2303423878316652,0.0,0.0,23.0,0.0,1.0,57,0.0,0.0,0.0
2018-07-01,0.4356751207813825,Marka,0.3971406259324205,0.0,55.0,276.0,18.0,157.0,56,0.0,56.0,4.0
2018-07-01,0.3817815509494871,Laasqoray,0.2261999999999999,0.0,1.0,4.0,0.0,1.0,53,0.0,0.0,0.0
2018-07-01,0.4017369795363936,Galdogob,0.4695085383288688,0.0,0.0,2.0,0.0,0.0,38,0.0,0.0,0.0
2018-07-01,0.3582420806274685,Garbahaarey,0.345678336354725,0.0,13.0,196.0,4.0,30.0,39,0.0,11.0,0.0
2018-07-01,0.3790731071095702,Garoowe,0.5170266990935967,0.0,3.0,29.0,0.0,3.0,40,0.0,0.0,0.0
2018-07-01,0.195572345649635,Gebiley,0.2443191130723181,0.0,0.0,1.0,0.0,0.0,41,0.0,0.0,0.0
2018-07-01,0.1951645146346709,Hargeysa,0.2386485041615721,16.0,2.0,8.0,0.0,1.0,42,0.0,0.0,0.0
2018-07-01,0.4239158201206688,Iskushuban,0.4846457772814762,0.0,19.0,97.0,1.0,15.0,44,0.0,0.0,0.0
2018-07-01,0.4698845151234747,Jalalaqsi,0.3858321287337016,0.0,10.0,70.0,1.0,30.0,45,1.0,13.0,2.0
2018-07-01,0.3149404261361454,Jamaame,0.4077438698894172,0.0,13.0,121.0,2.0,25.0,46,0.0,2.0,1.0
2018-07-01,0.3520726565695597,Hobyo,0.3354148794445133,0.0,2.0,22.0,1.0,4.0,43,0.0,0.0,0.0
2018-07-01,0.3157056116630282,Jilib,0.4060356888423295,0.0,2.0,170.0,5.0,24.0,48,0.0,2.0,0.0
2018-07-01,0.4361091139158288,Jowhar,0.3830459721840857,0.0,45.0,233.0,16.0,98.0,49,2.0,60.0,10.0
2018-07-01,0.3096236699207461,Kismaayo,0.4685498464822668,0.0,84.0,395.0,14.0,131.0,50,1.0,11.0,0.0
2018-07-01,0.4391758387432182,Kurtunwaarey,0.4461179568825337,0.0,9.0,23.0,2.0,11.0,51,0.0,7.0,0.0
2018-07-01,0.3237610476395274,Laas Caanood,0.2293654902134254,6.0,1.0,126.0,1.0,1.0,52,0.0,1.0,1.0
2018-07-01,0.4097136186539254,Luuq,0.4123022966960434,0.0,6.0,26.0,7.0,9.0,55,1.0,3.0,0.0
2019-01-01,0.3121385033565494,Buuhoodle,0.188847667729668,1.0,0.0,63.0,1.0,0.0,20,0.0,0.0,1.0
2019-01-01,0.5490683229813665,Buur Hakaba,0.47037719442215,0.0,21.0,263.0,4.0,37.0,21,2.0,16.0,4.0
2019-01-01,0.3728535271691253,Cabudwaaq,0.3232371835699271,0.0,1.0,78.0,0.0,0.0,22,1.0,2.0,0.0
2019-01-01,0.3520109308137275,Cadaado,0.3305779447408884,0.0,1.0,56.0,0.0,1.0,23,1.0,3.0,0.0
2019-01-01,0.3368835013608263,Cadale,0.397642761583422,0.0,2.0,63.0,4.0,4.0,24,0.0,2.0,2.0
2019-01-01,0.350049306671516,Dhuusamarreeb,0.3069711905400723,0.0,2.0,102.0,3.0,3.0,33,0.0,3.0,0.0
2019-01-01,0.5293849399339471,Ceel Barde,0.523846379837409,0.0,1.0,24.0,4.0,3.0,28,1.0,0.0,1.0
2019-01-01,0.3777466079633201,Ceel Buur,0.3168079047398306,0.0,1.0,28.0,3.0,5.0,29,0.0,1.0,0.0
2019-01-01,0.302048788800896,Ceel Dheer,0.3237222467082124,0.0,0.0,62.0,0.0,2.0,30,0.0,0.0,0.0
2019-01-01,0.4894280635303719,Ceel Waaq,0.3215618498962238,0.0,11.0,96.0,5.0,42.0,31,0.0,10.0,0.0
2019-01-01,0.3969125115565767,Ceerigaabo,0.4231594017049179,5.0,1.0,83.0,0.0,1.0,32,0.0,0.0,0.0
2019-01-01,0.2998339565222233,Burco,0.1770356571398554,9.0,0.0,7.0,0.0,0.0,18,0.0,0.0,0.0
2019-01-01,0.5512844916157692,Diinsoor,0.4709407002848428,0.0,16.0,60.0,7.0,22.0,34,6.0,9.0,3.0
2019-01-01,0.4022499807716035,Ceel Afweyn,0.4201611561308622,2.0,0.0,48.0,0.0,0.0,27,0.0,0.0,2.0
2019-01-01,0.5898451672177014,Bulo Burto,0.470453127878576,0.0,25.0,337.0,12.0,59.0,17,1.0,24.0,5.0
2019-01-01,0.5737354286751378,Baydhaba,0.4723126687951987,0.0,108.0,659.0,40.0,123.0,10,23.0,81.0,24.0
2019-01-01,0.3081383281834315,Bossaso,0.3942170096006928,0.0,99.0,466.0,18.0,90.0,15,5.0,0.0,2.0
2019-01-01,0.462159131461528,Afgooye,0.4383403468241347,0.0,229.0,1021.0,40.0,299.0,1,8.0,196.0,41.0
2019-01-01,0.5213965829380455,Baardheere,0.2870882907046133,0.0,23.0,248.0,8.0,66.0,3,1.0,17.0,1.0
2019-01-01,0.4823586641167936,Badhaadhe,0.2330307158506623,0.0,12.0,281.0,4.0,44.0,4,0.0,3.0,1.0
2019-01-01,0.4207892941616012,Balcad,0.4256324032458843,0.0,52.0,193.0,9.0,57.0,6,0.0,47.0,18.0
2019-01-01,0.4536122788198948,Banadir,0.4292576344574564,0.0,459.0,2421.0,227.0,375.0,7,101.0,482.0,170.0
2019-01-01,0.4680395945111392,Baraawe,0.439931798183591,0.0,23.0,99.0,11.0,51.0,9,0.0,18.0,6.0
2019-01-01,0.5868054618205713,Belet Weyne,0.4709482336256127,0.0,44.0,411.0,27.0,73.0,11,5.0,53.0,10.0
2019-01-01,0.5172155129757019,Belet Xaawo,0.4070600258586147,0.0,12.0,109.0,7.0,19.0,12,0.0,2.0,0.0
2019-01-01,0.2430326560610348,Berbera,0.2657364311048932,3.0,0.0,2.0,0.0,0.0,13,1.0,0.0,0.0
2019-01-01,0.5163749201445982,Bu'aale,0.31831560695452,0.0,1.0,37.0,4.0,5.0,16,0.0,2.0,0.0
