date,next_prevalence,district,district_encoded,number_conflicts,count_actors_4,count_actors_3,count_actors_2,count_actors_1,source_scale_Subnational-National,source_scale_Subnational,source_scale_Regional,source_scale_Other-Subnational
2019-01-01,0.3602422105460542,Gaalkacyo,37,31,0.0,15.0,13.0,3.0,0.0,0.0,0.0,0.0
2019-01-01,0.3501107168133883,Jariiban,47,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,0.5113327705575001,Jilib,48,16,0.0,3.0,13.0,0.0,0.0,0.0,1.0,0.0
2019-01-01,0.4607258650079849,Jowhar,49,34,2.0,6.0,25.0,1.0,0.0,0.0,0.0,0.0
2019-01-01,0.412029161025459,Kismaayo,50,51,0.0,11.0,38.0,2.0,0.0,0.0,1.0,0.0
2019-01-01,0.3366077651757097,Laas Caanood,52,32,0.0,4.0,23.0,5.0,0.0,0.0,0.0,0.0
2019-01-01,0.3657972542777379,Laasqoray,53,3,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
2019-01-01,0.532680040708361,Jamaame,46,16,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.3761680108430838,Laas Caanood,52,17,0.0,2.0,13.0,2.0,0.0,0.0,0.0,0.0
2019-07-01,0.4452618351340643,Kurtunwaarey,51,3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.3769676308818636,Kismaayo,50,42,0.0,8.0,34.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.4462076309782391,Jowhar,49,48,0.0,13.0,35.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.4403832811966767,Jamaame,46,9,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.4090915108402051,Jariiban,47,4,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.4735042553650304,Jalalaqsi,45,16,0.0,3.0,11.0,2.0,0.0,0.0,0.0,0.0
2019-07-01,0.3383899894950222,Iskushuban,44,10,0.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0
2019-07-01,0.3706782212839118,Hobyo,43,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.2029943156263941,Hargeysa,42,15,0.0,4.0,8.0,3.0,0.0,0.0,0.0,0.0
2019-07-01,0.2667717736348647,Gebiley,41,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.3909294797509632,Jilib,48,18,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.3829595838278671,Luuq,55,3,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.3964549089065016,Qardho,60,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.2163547982087805,Owdweyne,57,5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.2932033874905685,Garoowe,40,13,0.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0
2019-07-01,0.3136157179811676,Zeylac,73,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.549549493748511,Xudur,72,16,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.3962781291497199,Xarardheere,70,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.4147038987749591,Wanla Weyn,69,23,0.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.5312342103332384,Waajid,68,3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.5185117637649114,Tayeeglow,67,5,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.4587764880148566,Sablaale,64,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.4443390921876267,Qoryooley,61,33,1.0,6.0,25.0,1.0,0.0,1.0,0.0,0.0
2019-07-01,0.6480009367515506,Qansax Dheere,59,9,0.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0
2019-07-01,0.4205569846330418,Qandala,58,4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.4637137550163429,Marka,56,67,0.0,6.0,61.0,0.0,0.0,0.0,1.0,0.0
2019-07-01,0.2081401693223537,Sheikh,65,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.4048338368195087,Garbahaarey,39,11,0.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0
2019-07-01,0.4778162642037701,Gaalkacyo,37,30,0.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.2138712946350238,Borama,14,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-07-01,0.2324431385911439,Berbera,13,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.4081442057063084,Belet Xaawo,12,7,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.4954915340016362,Belet Weyne,11,51,0.0,12.0,33.0,6.0,0.0,0.0,0.0,0.0
2019-07-01,0.4454830625784129,Baraawe,9,7,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.4283242181220916,Bossaso,15,37,0.0,9.0,25.0,3.0,0.0,1.0,0.0,0.0
2019-07-01,0.3899254108022901,Balcad,6,51,0.0,10.0,40.0,1.0,0.0,0.0,0.0,0.0
2019-07-01,0.3489569935965541,Badhaadhe,4,9,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.2484368223141074,Baardheere,3,17,0.0,2.0,13.0,2.0,0.0,0.0,0.0,0.0
2019-07-01,0.4492225378213771,Afgooye,1,95,1.0,16.0,74.0,4.0,0.0,0.0,0.0,0.0
2019-07-01,0.3126112111904077,Adan Yabaal,0,9,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0
2019-07-01,0.4646904136201208,Galdogob,38,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.4512394733904072,Banadir,7,367,3.0,116.0,245.0,3.0,0.0,1.0,2.0,0.0
2019-07-01,0.3994682200116711,Bu'aale,16,9,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.1798890136234226,Burco,18,7,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0
2019-07-01,0.4798138405125635,Bulo Burto,17,14,0.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0
2019-07-01,0.631234351243638,Diinsoor,34,13,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.4195523751616953,Dhuusamarreeb,33,6,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.3959349225046938,Ceerigaabo,32,16,0.0,4.0,10.0,2.0,0.0,0.0,0.0,0.0
2019-07-01,0.2898932988948713,Ceel Waaq,31,13,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.3728953651323323,Ceel Dheer,30,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.4128893068350834,Ceel Buur,29,4,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.6338574120659726,Ceel Barde,28,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.4261285631981143,Doolow,35,3,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.4918983277534718,Caluula,25,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.3083621800244197,Cadale,24,21,0.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0
2019-07-01,0.4486568197838627,Cadaado,23,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.4257411293474653,Cabudwaaq,22,3,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.6211723936273237,Buur Hakaba,21,30,0.0,4.0,26.0,0.0,0.0,1.0,1.0,0.0
2019-07-01,0.2280735519390103,Buuhoodle,20,4,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,0.4017099370835031,Ceel Afweyn,27,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.4244430093639005,Qansax Dheere,59,5,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.3608793180798564,Cabudwaaq,22,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.3380690991281885,Cadaado,23,3,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
2020-01-01,0.3266989556530952,Ceel Buur,29,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.2858416181007885,Ceel Dheer,30,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.3225435261156694,Dhuusamarreeb,33,18,0.0,5.0,11.0,2.0,0.0,0.0,0.0,0.0
2020-01-01,0.2304840065259306,Baardheere,3,14,0.0,2.0,11.0,1.0,0.0,0.0,0.0,0.0
2020-01-01,0.3596606279203213,Garbahaarey,39,7,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0
2020-01-01,0.2331280633404549,Ceel Waaq,31,5,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.3757435851904466,Doolow,35,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2020-01-01,0.3060848186846958,Luuq,55,3,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
2020-01-01,0.4625835669613974,Belet Weyne,11,36,0.0,12.0,23.0,1.0,0.0,0.0,0.0,0.0
2020-01-01,0.4556007922535211,Bulo Burto,17,20,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0
2020-01-01,0.4420162648228424,Diinsoor,34,7,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0
2020-01-01,0.4544457188450606,Jalalaqsi,45,13,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.3524982406755805,Belet Xaawo,12,5,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0
2020-01-01,0.4157290382244143,Buur Hakaba,21,9,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.4367229608336327,Waajid,68,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.3997979640997746,Qardho,60,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.2082093691694821,Baki,5,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.1412881669919613,Borama,14,7,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0
2020-01-01,0.2421965609399425,Lughaye,54,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.4899163797343827,Ceel Barde,28,4,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.4204941640139457,Rab Dhuure,62,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.4117135401565671,Tayeeglow,67,4,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.4469897765997728,Xudur,72,21,0.0,2.0,18.0,1.0,0.0,0.0,0.0,0.0
2020-01-01,0.464595584853251,Banadir,7,261,3.0,68.0,185.0,5.0,0.0,0.0,0.0,0.0
2020-01-01,0.3404326123128119,Bandarbeyla,8,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.4153248254892724,Bossaso,15,39,0.0,10.0,26.0,3.0,0.0,0.0,0.0,0.0
2020-01-01,0.4729064039408867,Caluula,25,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.3742070183891431,Iskushuban,44,6,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0
2020-01-01,0.2639538679142639,Badhaadhe,4,15,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.4505242752665433,Baraawe,9,16,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.3619308628245356,Kismaayo,50,67,0.0,9.0,54.0,4.0,0.0,0.0,0.0,0.0
2020-01-01,0.345604315497886,Eyl,36,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.3761939925204259,Garoowe,40,8,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0
2020-01-01,0.2885139291677652,Ceel Afweyn,27,11,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.2514301767289815,Ceerigaabo,32,11,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0
2020-01-01,0.1814135894950207,Laas Caanood,52,14,0.0,1.0,11.0,2.0,0.0,0.0,0.0,0.0
2020-01-01,0.1350544166033915,Buuhoodle,20,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.132173714024146,Owdweyne,57,2,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
2020-01-01,0.1455487847587028,Sheikh,65,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.1808939137198255,Berbera,13,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.1675903119868637,Gebiley,41,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.3833278902677988,Jamaame,46,9,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.1277865307901176,Hargeysa,42,9,0.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0
2020-01-01,0.0911891620672353,Burco,18,5,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
2020-01-01,0.3925848407833757,Xarardheere,70,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2020-01-01,0.1939232409381663,Caynabo,26,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2020-01-01,0.306084466714388,Hobyo,43,4,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.3512605042016806,Jariiban,47,6,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.4855604762788724,Kurtunwaarey,51,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.4905037846230626,Marka,56,66,0.0,5.0,61.0,0.0,0.0,1.0,0.0,0.0
2020-01-01,0.4801347611599085,Qoryooley,61,35,0.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.4933201385452746,Sablaale,64,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.4118061786950391,Bu'aale,16,10,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0
2020-01-01,0.3881953090823434,Jilib,48,19,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.4289798374962383,Wanla Weyn,69,24,0.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.2890189520624303,Adan Yabaal,0,14,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.4582353863030873,Afgooye,1,134,1.0,25.0,108.0,0.0,0.0,1.0,1.0,0.0
2020-01-01,0.3992414113024258,Balcad,6,81,0.0,9.0,71.0,1.0,0.0,0.0,0.0,0.0
2020-01-01,0.2905168905168905,Cadale,24,20,0.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,0.4604083984124952,Jowhar,49,50,0.0,10.0,38.0,2.0,0.0,0.0,0.0,0.0
2020-01-01,0.4371415325518246,Gaalkacyo,37,31,0.0,17.0,13.0,1.0,0.0,0.0,0.0,0.0
2020-07-01,0.2388133498145859,Baardheere,3,11,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.3458185340652244,Cadaado,23,5,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.3598183881952327,Ceel Buur,29,7,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0
2020-07-01,0.2814535481659239,Ceel Dheer,30,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.3271635817908954,Dhuusamarreeb,33,22,1.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.3835327234342012,Belet Xaawo,12,12,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0
2020-07-01,0.3641207815275311,Doolow,35,5,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0
2020-07-01,0.3637295081967213,Garbahaarey,39,6,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.3583282114320836,Luuq,55,9,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.2474660340737546,Belet Weyne,11,54,0.0,19.0,33.0,2.0,0.0,0.0,0.0,0.0
2020-07-01,0.1980742778541953,Bulo Burto,17,30,0.0,8.0,20.0,2.0,0.0,0.0,0.0,0.0
2020-07-01,0.1947145350286711,Jalalaqsi,45,6,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.5084745762711864,Qansax Dheere,59,4,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.2664990571967316,Ceel Waaq,31,6,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.492387605230163,Diinsoor,34,21,1.0,7.0,12.0,1.0,0.0,0.0,0.0,0.0
2020-07-01,0.2774755168661588,Badhaadhe,4,18,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.1912113359430997,Borama,14,3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.58780127889818,Ceel Barde,28,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.5072024260803639,Rab Dhuure,62,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-07-01,0.4702754954084098,Tayeeglow,67,5,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.4955684007707129,Buur Hakaba,21,18,0.0,7.0,10.0,1.0,0.0,0.0,2.0,0.0
2020-07-01,0.4933524973050665,Waajid,68,3,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.4319770246468998,Banadir,7,305,4.0,69.0,221.0,11.0,0.0,1.0,0.0,0.0
2020-07-01,0.3622932391199615,Bossaso,15,43,0.0,13.0,27.0,3.0,0.0,0.0,0.0,0.0
2020-07-01,0.2954636692091529,Iskushuban,44,7,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.3539238539238539,Qardho,60,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.5317134742821079,Xudur,72,6,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.3061224489795918,Jamaame,46,14,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.3746074472857784,Cabudwaaq,22,5,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
2020-07-01,0.4841321666449001,Afgooye,1,134,0.0,21.0,112.0,1.0,0.0,5.0,1.0,0.0
2020-07-01,0.3128870890900428,Garoowe,40,17,0.0,5.0,9.0,3.0,0.0,0.0,0.0,0.0
2020-07-01,0.3018453427065026,Ceel Afweyn,27,3,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.263567871280807,Ceerigaabo,32,10,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0
2020-07-01,0.2574626865671642,Caynabo,26,3,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
2020-07-01,0.140943301555444,Burco,18,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.1898253606681852,Buuhoodle,20,6,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2020-07-01,0.2058333333333333,Berbera,13,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-07-01,0.1924063622370446,Gebiley,41,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-07-01,0.1965854943370926,Hargeysa,42,8,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0
2020-07-01,0.3781725888324873,Burtinle,19,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.2414050822122571,Xarardheere,70,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2020-07-01,0.2306675479180436,Laas Caanood,52,4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.2841803865425912,Hobyo,43,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.4911894273127753,Baraawe,9,13,0.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.4615277970331346,Marka,56,79,0.0,13.0,64.0,2.0,0.0,3.0,0.0,0.0
2020-07-01,0.4593911683311274,Qoryooley,61,25,0.0,7.0,18.0,0.0,0.0,1.0,0.0,0.0
2020-07-01,0.4548825710754017,Sablaale,64,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.4714070729872084,Wanla Weyn,69,23,0.0,7.0,16.0,0.0,0.0,1.0,0.0,0.0
2020-07-01,0.3788461538461538,Bu'aale,16,9,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.3705150271415331,Kismaayo,50,51,0.0,8.0,41.0,2.0,0.0,0.0,0.0,0.0
2020-07-01,0.2773519163763066,Adan Yabaal,0,5,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
2020-07-01,0.4233865465957157,Balcad,6,41,0.0,13.0,27.0,1.0,0.0,0.0,0.0,0.0
2020-07-01,0.2759462759462759,Cadale,24,11,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.4605536885901744,Jowhar,49,57,0.0,11.0,45.0,1.0,0.0,0.0,0.0,0.0
2020-07-01,0.3833366448109146,Gaalkacyo,37,34,0.0,14.0,19.0,1.0,0.0,0.0,0.0,0.0
2020-07-01,0.4519462624870823,Galdogob,38,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-01,0.3124158815612382,Jilib,48,23,0.0,7.0,15.0,1.0,0.0,0.0,0.0,0.0
2021-01-01,0.4282333104445733,Bossaso,15,20,0.0,2.0,15.0,3.0,0.0,0.0,0.0,0.0
2021-01-01,0.3438764024096086,Caluula,25,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.3565675219048366,Iskushuban,44,6,0.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0
2021-01-01,0.3321710405579005,Qandala,58,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.422637962358916,Qardho,60,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-01-01,0.405234927348139,Burtinle,19,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.2851447172525171,Hobyo,43,6,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
2021-01-01,0.3799963816705769,Gaalkacyo,37,30,0.0,10.0,19.0,1.0,0.0,0.0,0.0,0.0
2021-01-01,0.4573444515715202,Galdogob,38,6,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.268406014603596,Xarardheere,70,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.4074148385946138,Cabudwaaq,22,8,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0
2021-01-01,0.3999756800889413,Cadaado,23,6,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.3763941017333375,Garoowe,40,14,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.3584365855515789,Ceel Buur,29,5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.3101592806449881,Baki,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.2599961858750237,Ceel Afweyn,27,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.3369272237196765,Ceel Dheer,30,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.2772673624137732,Borama,14,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.2759629145666106,Berbera,13,4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.2876174019676151,Gebiley,41,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021-01-01,0.2676350893059009,Hargeysa,42,4,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0
2021-01-01,0.1371732766471581,Burco,18,4,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0
2021-01-01,0.2063106796116504,Buuhoodle,20,5,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
2021-01-01,0.2174981567952813,Caynabo,26,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.2109874570977254,Laas Caanood,52,13,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.2245768359322937,Ceerigaabo,32,8,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0
2021-01-01,0.3560481018674942,Dhuusamarreeb,33,39,0.0,11.0,26.0,2.0,0.0,0.0,0.0,0.0
2021-01-01,0.3462197497828791,Bulo Burto,17,34,0.0,2.0,31.0,1.0,0.0,0.0,0.0,0.0
2021-01-01,0.4472915724098218,Xudur,72,19,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.3868994061543999,Baardheere,3,17,0.0,2.0,11.0,4.0,0.0,0.0,0.0,0.0
2021-01-01,0.3349866620681312,Belet Xaawo,12,16,0.0,4.0,9.0,3.0,0.0,0.0,0.0,0.0
2021-01-01,0.3544682405589296,Ceel Waaq,31,10,0.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0
2021-01-01,0.3515556336790297,Doolow,35,7,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0
2021-01-01,0.3071993772609909,Belet Weyne,11,62,0.0,15.0,39.0,8.0,0.0,0.0,0.0,0.0
2021-01-01,0.3731717928980219,Luuq,55,7,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0
2021-01-01,0.4008547346761109,Bu'aale,16,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.4043924756806527,Jilib,48,10,0.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0
2021-01-01,0.4710969130686256,Banadir,7,224,2.0,52.0,156.0,14.0,0.0,0.0,0.0,0.0
2021-01-01,0.4056724072698737,Badhaadhe,4,27,0.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.4376510659496103,Jamaame,46,8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.3934804082976622,Kismaayo,50,83,0.0,14.0,61.0,8.0,0.0,0.0,0.0,0.0
2021-01-01,0.4498858793883663,Waajid,68,14,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.4212055712220329,Tayeeglow,67,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.3273081001778068,Garbahaarey,39,20,0.0,6.0,11.0,3.0,0.0,0.0,0.0,0.0
2021-01-01,0.593619466793754,Ceel Barde,28,4,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.4587641132763954,Rab Dhuure,62,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
