date,district,prevalence,next_prevalence,prevalence_6lag,covid,ndvi,ipc,cropdiv,population,month,increase,increase_numeric,district_encoded
2018-07-01,Kismaayo,0.4685498464822668,0.3096236699207461,0.3925999999999999,0.0,0.4583333333333333,0.4,5.0,194982.61424177085,7,False,-0.1589261765615207,60
2018-07-01,Bu'aale,0.4125181113098476,0.31831560695452,0.3925999999999999,0.0,0.48,0.09,6.0,102232.682999872,7,False,-0.09420250435532762,24
2018-07-01,Qoryooley,0.4363798525409664,0.4388574958395,0.351,0.0,0.44,0.0,6.0,282277.1749967973,7,True,0.002477643298533616,73
2018-07-01,Qansax Dheere,0.5092847348131929,0.4706401766004414,0.2886,0.0,0.34,0.11,6.0,69363.1772816809,7,False,-0.038644558212751534,71
2018-07-01,Doolow,0.5392512067568789,0.3983778863086515,0.3926,0.0,0.2333333333333333,0.42,7.0,70367.24202467134,7,False,-0.14087332044822737,45
2018-07-01,Jalalaqsi,0.3858321287337016,0.4698845151234747,0.3925999999999999,0.0,0.3383333333333333,0.09,9.0,137166.99069700082,7,True,0.08405238638977308,55
2018-07-01,Marka,0.3971406259324205,0.4356751207813825,0.351,0.0,0.38999999999999996,0.0,6.0,197917.20494918805,7,True,0.038534494848961987,67
2018-07-01,Cadale,0.2829201738380863,0.397642761583422,0.351,0.0,0.27,0.0,4.0,83698.7844852664,7,True,0.11472258774533567,33
2018-07-01,Diinsoor,0.4769534198876959,0.4709407002848428,0.2886000000000001,0.0,0.4116666666666667,0.08,7.0,144645.3749179251,7,False,-0.0060127196028531005,44
2018-07-01,Kurtunwaarey,0.4461179568825337,0.4391758387432182,0.3510000000000001,0.0,0.4716666666666667,0.0,5.0,257277.9921167836,7,False,-0.006942118139315501,61
2018-07-01,Luuq,0.4123022966960434,0.4097136186539254,0.3926,0.0,0.25666666666666665,0.06,7.0,42201.02354780796,7,False,-0.0025886780421179867,66
2018-07-01,Borama,0.2406251937071188,0.204456465641011,0.1690000000000001,0.0,0.19833333333333333,0.16,3.0,397759.659833392,7,False,-0.0361687280661078,22
2018-07-01,Afgooye,0.384859060068862,0.4383403468241347,0.351,0.0,0.35000000000000003,0.0,6.0,262835.8188681545,7,True,0.053481286755272694,3
2018-07-01,Jamaame,0.4077438698894172,0.3149404261361454,0.3926,0.0,0.43166666666666664,0.08,5.0,72274.03765624086,7,False,-0.09280344375327176,56
2018-07-01,Baardheere,0.2972606382668021,0.2870882907046133,0.3925999999999999,0.0,0.365,0.07,8.0,122284.68350495162,7,False,-0.010172347562188822,6
2018-07-01,Xudur,0.4689020964811947,0.48161201917032,0.4862,0.0,0.3283333333333333,0.11,5.0,119822.71253135678,7,True,0.012709922689125297,85
2018-07-01,Hobyo,0.3354148794445133,0.3520726565695597,0.4003999999999999,0.0,0.18166666666666667,0.15,4.0,90079.84358712788,7,True,0.016657777125046402,53
2018-07-01,Badhaadhe,0.3711192650605567,0.2330307158506623,0.3926,0.0,0.5316666666666666,0.0,5.0,41293.78545781948,7,False,-0.1380885492098944,7
2018-07-01,Xarardheere,0.3447106682656731,0.3440937497588239,0.4004000000000001,0.0,0.22,0.03,4.0,34095.52790194442,7,False,-0.0006169185068491956,83
2018-07-01,Jilib,0.4060356888423295,0.3157056116630282,0.3925999999999999,0.0,0.4666666666666666,0.08,5.0,177363.81212203606,7,False,-0.0903300771793013,58
2018-07-01,Sablaale,0.4309610549243231,0.4365207106198354,0.3510000000000001,0.0,0.47333333333333333,0.0,5.0,24953.239247136426,7,True,0.005559655695512311,77
2018-07-01,Waajid,0.4748949097855825,0.4792888339084379,0.4861999999999999,0.0,0.32666666666666666,0.09,5.0,122373.31931054375,7,True,0.004393924122855386,81
2018-07-01,Balcad,0.3580405856281527,0.4256324032458843,0.351,0.0,0.32666666666666666,0.03,6.0,211434.1247319937,7,True,0.06759181761773159,11
2018-07-01,Gebiley,0.2443191130723181,0.195572345649635,0.1975999999999999,0.0,0.20666666666666667,0.22,4.0,103448.69292549856,7,False,-0.04874676742268311,51
2018-07-01,Baraawe,0.3785774588022779,0.439931798183591,0.3510000000000001,0.0,0.32666666666666666,0.0,5.0,71451.00452711528,7,True,0.06135433938131313,14
2018-07-01,Tayeeglow,0.3502607787971933,0.4731941786256158,0.4861999999999999,0.0,0.3766666666666667,0.06,5.0,62826.76428427834,7,True,0.1229333998284225,80
2018-07-01,Jowhar,0.3830459721840857,0.4361091139158288,0.351,0.0,0.35000000000000003,0.03,7.0,183042.93582933792,7,True,0.05306314173174309,59
2018-07-01,Sheikh,0.2505864840856458,0.2526659184696406,0.2028,0.0,0.19999999999999998,0.05,3.0,65965.83992880996,7,True,0.0020794343839947715,78
2018-07-01,Belet Weyne,0.4637281725694139,0.4709482336256127,0.3926,0.0,0.26,0.22,9.0,257210.9053470947,7,True,0.007220061056198823,17
2018-07-01,Ceel Dheer,0.3142399717243435,0.3237222467082124,0.4211999999999999,0.0,0.23166666666666666,0.13,4.0,103004.37800500816,7,True,0.009482274983868944,39
2018-07-01,Hargeysa,0.2386485041615721,0.1951645146346709,0.1975999999999999,0.0,0.0,0.23,4.0,959744.1903862744,7,False,-0.04348398952690119,52
2019-01-01,Hargeysa,0.1951645146346709,0.2213906679944643,0.2386485041615721,0.0,0.024999999999999998,0.12,2.0,959744.1903862744,1,True,0.02622615335979339,52
2019-01-01,Kismaayo,0.3096236699207461,0.412029161025459,0.4685498464822668,0.0,0.4383333333333333,0.13,5.0,194982.61424177085,1,True,0.10240549110471292,60
2019-01-01,Doolow,0.3983778863086515,0.5545845681860391,0.5392512067568789,0.0,0.22,0.27,7.0,70367.24202467134,1,True,0.15620668187738757,45
2019-01-01,Hobyo,0.3520726565695597,0.3487584354785739,0.3354148794445133,0.0,0.18166666666666667,0.09,4.0,90079.84358712788,1,False,-0.003314221090985836,53
2019-01-01,Diinsoor,0.4709407002848428,0.5512844916157692,0.4769534198876959,0.0,0.41333333333333333,0.07,7.0,144645.3749179251,1,True,0.0803437913309264,44
2019-01-01,Jowhar,0.4361091139158288,0.4607258650079849,0.3830459721840857,0.0,0.3416666666666666,0.01,7.0,183042.93582933792,1,True,0.02461675109215611,59
2019-01-01,Kurtunwaarey,0.4391758387432182,0.4656396293608185,0.4461179568825337,0.0,0.5216666666666666,0.04,5.0,257277.9921167836,1,True,0.02646379061760029,61
2019-01-01,Jilib,0.3157056116630282,0.5113327705575001,0.4060356888423295,0.0,0.46,0.01,5.0,177363.81212203606,1,True,0.19562715889447196,58
2019-01-01,Jamaame,0.3149404261361454,0.532680040708361,0.4077438698894172,0.0,0.39666666666666667,0.02,5.0,72274.03765624086,1,True,0.21773961457221552,56
2019-01-01,Gebiley,0.195572345649635,0.2418992297764819,0.2443191130723181,0.0,0.235,0.09,2.0,103448.69292549856,1,True,0.04632688412684691,51
2019-01-01,Qansax Dheere,0.4706401766004414,0.5490683229813664,0.5092847348131929,0.0,0.33666666666666667,0.08,7.0,69363.1772816809,1,True,0.07842814638092505,71
2019-01-01,Ceel Dheer,0.3237222467082124,0.302048788800896,0.3142399717243435,0.0,0.24333333333333332,0.02,4.0,103004.37800500816,1,False,-0.02167345790731645,39
2019-01-01,Afgooye,0.4383403468241347,0.462159131461528,0.384859060068862,0.0,0.33166666666666667,0.01,6.0,262835.8188681545,1,True,0.023818784637393287,3
2019-01-01,Baardheere,0.2870882907046133,0.5213965829380455,0.2972606382668021,0.0,0.35000000000000003,0.02,8.0,122284.68350495162,1,True,0.2343082922334322,6
2019-01-01,Xudur,0.48161201917032,0.5457788588250408,0.4689020964811947,0.0,0.3283333333333333,0.05,5.0,119822.71253135678,1,True,0.06416683965472086,85
2019-01-01,Badhaadhe,0.2330307158506623,0.4823586641167936,0.3711192650605567,0.0,0.5516666666666666,0.01,5.0,41293.78545781948,1,True,0.24932794826613133,7
2019-01-01,Xarardheere,0.3440937497588239,0.2395519799571875,0.3447106682656731,0.0,0.235,0.01,4.0,34095.52790194442,1,False,-0.1045417698016364,83
2019-01-01,Balcad,0.4256324032458843,0.4207892941616012,0.3580405856281527,0.0,0.33166666666666667,0.02,6.0,211434.1247319937,1,False,-0.004843109084283093,11
2019-01-01,Waajid,0.4792888339084379,0.5458546307673043,0.4748949097855825,0.0,0.295,0.04,5.0,122373.31931054375,1,True,0.06656579685886643,81
2019-01-01,Baraawe,0.439931798183591,0.4680395945111392,0.3785774588022779,0.0,0.285,0.0,5.0,71451.00452711528,1,True,0.028107796327548173,14
2019-01-01,Tayeeglow,0.4731941786256158,0.5481180166869125,0.3502607787971933,0.0,0.39666666666666667,0.05,5.0,62826.76428427834,1,True,0.07492383806129671,80
2019-01-01,Luuq,0.4097136186539254,0.500413842160481,0.4123022966960434,0.0,0.22833333333333336,0.01,7.0,42201.02354780796,1,True,0.0907002235065556,66
2019-01-01,Sheikh,0.2526659184696406,0.311807882954238,0.2505864840856458,0.0,0.21833333333333335,0.14,2.0,65965.83992880996,1,True,0.05914196448459741,78
2019-01-01,Borama,0.204456465641011,0.2736328112610178,0.2406251937071188,0.0,0.22999999999999998,0.2,2.0,397759.659833392,1,True,0.0691763456200068,22
2019-01-01,Sablaale,0.4365207106198354,0.4578215216645919,0.4309610549243231,0.0,0.5216666666666666,0.03,5.0,24953.239247136426,1,True,0.021300811044756507,77
2019-01-01,Belet Weyne,0.4709482336256127,0.5868054618205713,0.4637281725694139,0.0,0.245,0.1,9.0,222898.05826843024,1,True,0.11585722819495853,17
2019-01-01,Jalalaqsi,0.4698845151234747,0.5921047430628529,0.3858321287337016,0.0,0.315,0.06,9.0,137166.99069700082,1,True,0.1222202279393782,55
2019-01-01,Bu'aale,0.31831560695452,0.5163749201445982,0.4125181113098476,0.0,0.48333333333333334,0.01,6.0,102232.682999872,1,True,0.1980593131900782,24
2019-01-01,Qoryooley,0.4388574958395,0.4647070601850455,0.4363798525409664,0.0,0.4483333333333333,0.03,6.0,282277.1749967973,1,True,0.025849564345545473,73
2019-01-01,Bulo Burto,0.470453127878576,0.5898451672177014,0.3908949717937982,0.0,0.3183333333333333,0.08,9.0,126308.10395590446,1,True,0.1193920393391254,25
2019-01-01,Marka,0.4356751207813825,0.4539589601919299,0.3971406259324205,0.0,0.405,0.03,5.0,197917.20494918805,1,True,0.018283839410547398,67
2019-01-01,Cadale,0.397642761583422,0.3368835013608263,0.2829201738380863,0.0,0.26666666666666666,0.04,4.0,83698.7844852664,1,False,-0.0607592602225957,33
2019-01-01,Owdweyne,0.2072939133886237,0.3310823852137992,0.2303423878316652,0.0,0.17,0.13,2.0,99751.78651328415,1,True,0.12378847182517547,69
2019-07-01,Luuq,0.500413842160481,0.3829595838278671,0.4097136186539254,0.0,0.19833333333333333,0.01,6.0,42201.02354780796,7,False,-0.11745425833261391,66
2019-07-01,Kurtunwaarey,0.4656396293608185,0.4452618351340643,0.4391758387432182,0.0,0.44333333333333336,0.04,5.0,257277.9921167836,7,False,-0.020377794226754176,61
2019-07-01,Xudur,0.5457788588250408,0.549549493748511,0.48161201917032,0.0,0.2816666666666667,0.05,5.0,119822.71253135678,7,True,0.003770634923470184,85
2019-07-01,Xarardheere,0.2395519799571875,0.3962781291497199,0.3440937497588239,0.0,0.22,0.01,3.0,34095.52790194442,7,True,0.1567261491925324,83
2019-07-01,Marka,0.4539589601919299,0.4637137550163429,0.4356751207813825,0.0,0.3183333333333333,0.03,5.0,197917.20494918805,7,True,0.009754794824412993,67
2019-07-01,Jowhar,0.4607258650079849,0.4462076309782391,0.4361091139158288,0.0,0.29,0.01,6.0,183042.93582933792,7,False,-0.01451823402974578,59
2019-07-01,Qoryooley,0.4647070601850455,0.4443390921876267,0.4388574958395,0.0,0.38999999999999996,0.03,6.0,282277.1749967973,7,False,-0.0203679679974188,73
2019-07-01,Owdweyne,0.3310823852137992,0.2163547982087805,0.2072939133886237,0.0,0.17166666666666666,0.13,4.0,99751.78651328415,7,False,-0.11472758700501867,69
2019-07-01,Tayeeglow,0.5481180166869125,0.5185117637649114,0.4731941786256158,0.0,0.35000000000000003,0.05,5.0,62826.76428427834,7,False,-0.02960625292200114,80
2019-07-01,Kismaayo,0.412029161025459,0.3769676308818636,0.3096236699207461,0.0,0.4266666666666667,0.13,5.0,194982.61424177085,7,False,-0.03506153014359542,60
2019-07-01,Jilib,0.5113327705575001,0.3909294797509632,0.3157056116630282,0.0,0.4266666666666667,0.01,5.0,177363.81212203606,7,False,-0.12040329080653694,58
2019-07-01,Sheikh,0.311807882954238,0.2081401693223537,0.2526659184696406,0.0,0.19666666666666666,0.14,4.0,65965.83992880996,7,False,-0.10366771363188429,78
2019-07-01,Qansax Dheere,0.5490683229813664,0.6480009367515506,0.4706401766004414,0.0,0.3133333333333333,0.08,7.0,69363.1772816809,7,True,0.09893261377018414,71
2019-07-01,Sablaale,0.4578215216645919,0.4587764880148566,0.4365207106198354,0.0,0.4716666666666667,0.03,5.0,24953.239247136426,7,True,0.0009549663502647077,77
2019-07-01,Jamaame,0.532680040708361,0.4403832811966767,0.3149404261361454,0.0,0.35333333333333333,0.02,5.0,72274.03765624086,7,False,-0.09229675951168426,56
2019-07-01,Waajid,0.5458546307673043,0.5312342103332384,0.4792888339084379,0.0,0.255,0.04,4.0,122373.31931054375,7,False,-0.014620420434065973,81
2019-07-01,Jalalaqsi,0.5921047430628529,0.4735042553650304,0.4698845151234747,0.0,0.2866666666666667,0.06,9.0,137166.99069700082,7,False,-0.1186004876978225,55
2019-07-01,Bulo Burto,0.5898451672177014,0.4798138405125635,0.470453127878576,0.0,0.27166666666666667,0.08,9.0,126308.10395590446,7,False,-0.11003132670513793,25
2019-07-01,Afgooye,0.462159131461528,0.4492225378213771,0.4383403468241347,0.0,0.28833333333333333,0.01,6.0,262835.8188681545,7,False,-0.012936593640150873,3
2019-07-01,Baardheere,0.5213965829380455,0.2484368223141074,0.2870882907046133,0.0,0.305,0.02,6.0,122284.68350495162,7,False,-0.27295976062393806,6
2019-07-01,Badhaadhe,0.4823586641167936,0.3489569935965541,0.2330307158506623,0.0,0.5133333333333333,0.01,5.0,41293.78545781948,7,False,-0.13340167052023955,7
2019-07-01,Balcad,0.4207892941616012,0.3899254108022901,0.4256324032458843,0.0,0.31666666666666665,0.02,6.0,211434.1247319937,7,False,-0.030863883359311117,11
2019-07-01,Baraawe,0.4680395945111392,0.4454830625784129,0.439931798183591,0.0,0.26333333333333336,0.0,5.0,71451.00452711528,7,False,-0.022556531932726276,14
2019-07-01,Belet Weyne,0.5868054618205713,0.4954915340016362,0.4709482336256127,0.0,0.22833333333333336,0.1,9.0,222898.05826843024,7,False,-0.09131392781893505,17
2019-07-01,Borama,0.2736328112610178,0.2138712946350238,0.204456465641011,0.0,0.19333333333333333,0.2,4.0,397759.659833392,7,False,-0.05976151662599399,22
2019-07-01,Bu'aale,0.5163749201445982,0.3994682200116711,0.31831560695452,0.0,0.4666666666666666,0.01,6.0,102232.682999872,7,False,-0.11690670013292709,24
2019-07-01,Cadale,0.3368835013608263,0.3083621800244197,0.397642761583422,0.0,0.2316666666666667,0.04,3.0,83698.7844852664,7,False,-0.028521321336406613,33
2019-07-01,Ceel Dheer,0.302048788800896,0.3728953651323323,0.3237222467082124,0.0,0.225,0.02,3.0,103004.37800500816,7,True,0.07084657633143632,39
2019-07-01,Diinsoor,0.5512844916157692,0.631234351243638,0.4709407002848428,0.0,0.355,0.07,7.0,144645.3749179251,7,True,0.07994985962786882,44
2019-07-01,Doolow,0.5545845681860391,0.4261285631981143,0.3983778863086515,0.0,0.18833333333333332,0.27,6.0,70367.24202467134,7,False,-0.12845600498792475,45
2019-07-01,Gebiley,0.2418992297764819,0.2667717736348647,0.195572345649635,0.0,0.18333333333333335,0.09,4.0,103448.69292549856,7,True,0.024872543858382806,51
2019-07-01,Hargeysa,0.2213906679944643,0.2029943156263941,0.1951645146346709,0.0,0.15333333333333335,0.12,4.0,959744.1903862744,7,False,-0.01839635236807019,52
2019-07-01,Hobyo,0.3487584354785739,0.3706782212839118,0.3520726565695597,0.0,0.16833333333333333,0.09,3.0,90079.84358712788,7,True,0.021919785805337932,53
2020-01-01,Jalalaqsi,0.4735042553650304,0.4544457188450606,0.5921047430628529,0.0,0.37000000000000005,0.01,10.0,100262.70714634696,1,False,-0.019058536519969804,55
2020-01-01,Luuq,0.3829595838278671,0.3060848186846958,0.500413842160481,0.0,0.2833333333333333,0.04,7.0,40675.63477088211,1,False,-0.07687476514317132,66
2020-01-01,Sablaale,0.4587764880148566,0.4933201385452746,0.4578215216645919,0.0,0.5983333333333333,0.04,5.0,20213.16157712225,1,True,0.034543650530418024,77
2020-01-01,Jamaame,0.4403832811966767,0.3833278902677988,0.532680040708361,0.0,0.45333333333333337,0.11,3.0,61241.84415452506,1,False,-0.0570553909288779,56
2020-01-01,Cadale,0.3083621800244197,0.2905168905168905,0.3368835013608263,0.0,0.3016666666666667,0.0,4.0,61428.001628669226,1,False,-0.017845289507529172,33
2020-01-01,Borama,0.2138712946350238,0.1412881669919613,0.2736328112610178,0.0,0.25666666666666665,0.06,2.0,453433.5705113778,1,False,-0.07258312764306249,22
2020-01-01,Baardheere,0.2484368223141074,0.2304840065259306,0.5213965829380455,0.0,0.4383333333333333,0.08,8.0,101132.70882160284,1,False,-0.017952815788176812,6
2020-01-01,Marka,0.4637137550163429,0.4905037846230626,0.4539589601919299,0.0,0.4216666666666667,0.06,5.0,180335.6358725136,1,True,0.026790029606719723,67
2020-01-01,Tayeeglow,0.5185117637649114,0.4117135401565671,0.5481180166869125,0.0,0.4566666666666666,0.02,5.0,51734.09343957278,1,False,-0.10679822360834429,80
2020-01-01,Owdweyne,0.2163547982087805,0.132173714024146,0.3310823852137992,0.0,0.21833333333333335,0.12,2.0,87385.56574216185,1,False,-0.08418108418463452,69
2020-01-01,Xarardheere,0.3962781291497199,0.3925848407833757,0.2395519799571875,0.0,0.25833333333333336,0.01,4.0,33447.63645086472,1,False,-0.003693288366344194,83
2020-01-01,Qoryooley,0.4443390921876267,0.4801347611599085,0.4647070601850455,0.0,0.5183333333333334,0.02,6.0,207773.35359388735,1,True,0.03579566897228181,73
2020-01-01,Bulo Burto,0.4798138405125635,0.4556007922535211,0.5898451672177014,0.0,0.37999999999999995,0.03,10.0,90880.01596748602,1,False,-0.024213048259042358,25
2020-01-01,Qansax Dheere,0.6480009367515506,0.4244430093639005,0.5490683229813664,0.0,0.4283333333333333,0.05,7.0,61938.87849344224,1,False,-0.22355792738765007,71
2020-01-01,Bu'aale,0.3994682200116711,0.4118061786950391,0.5163749201445982,0.0,0.5416666666666666,0.13,5.0,78010.51320069526,1,True,0.012337958683368011,24
2020-01-01,Ceel Dheer,0.3728953651323323,0.2858416181007885,0.302048788800896,0.0,0.2833333333333333,0.08,4.0,72923.28166112433,1,False,-0.08705374703154378,39
2020-01-01,Hargeysa,0.2029943156263941,0.1277865307901176,0.2213906679944643,0.0,0.22166666666666668,0.11,2.0,1044086.4877006176,1,False,-0.07520778483627652,52
2020-01-01,Badhaadhe,0.3489569935965541,0.2639538679142639,0.4823586641167936,0.0,0.5850000000000001,0.04,3.0,45955.77503381839,1,False,-0.08500312568229018,7
2020-01-01,Jowhar,0.4462076309782391,0.4604083984124952,0.4607258650079849,0.0,0.37000000000000005,0.04,7.0,156219.50041752722,1,True,0.014200767434256079,59
2020-01-01,Jilib,0.3909294797509632,0.3881953090823434,0.5113327705575001,0.0,0.5483333333333333,0.1,5.0,148587.5543244151,1,False,-0.0027341706686198064,58
2020-01-01,Doolow,0.4261285631981143,0.3757435851904466,0.5545845681860391,0.0,0.27166666666666667,0.21,7.0,56310.36134752707,1,False,-0.050384978007667724,45
2020-01-01,Xudur,0.549549493748511,0.4469897765997728,0.5457788588250408,0.0,0.40166666666666667,0.07,5.0,79231.76914493041,1,False,-0.10255971714873824,85
2020-01-01,Gebiley,0.2667717736348647,0.1675903119868637,0.2418992297764819,0.0,0.2683333333333333,0.07,2.0,97440.90188899483,1,False,-0.09918146164800101,51
2020-01-01,Balcad,0.3899254108022901,0.3992414113024258,0.4207892941616012,0.0,0.3516666666666666,0.03,6.0,183232.62183404109,1,True,0.009316000500135702,11
2020-01-01,Afgooye,0.4492225378213771,0.4582353863030873,0.462159131461528,0.0,0.35833333333333334,0.06,6.0,191430.83595608792,1,True,0.00901284848171019,3
2020-01-01,Kismaayo,0.3769676308818636,0.3619308628245356,0.412029161025459,0.0,0.505,0.22,3.0,377653.3312260424,1,False,-0.015036768057327954,60
2020-01-01,Hobyo,0.3706782212839118,0.306084466714388,0.3487584354785739,0.0,0.21166666666666667,0.12,4.0,69851.37649863526,1,False,-0.06459375456952382,53
2020-01-01,Belet Weyne,0.4954915340016362,0.4625835669613974,0.5868054618205713,0.0,0.3183333333333333,0.08,5.0,231850.5809215716,1,False,-0.032907967040238795,17
2020-01-01,Diinsoor,0.631234351243638,0.4420162648228424,0.5512844916157692,0.0,0.46666666666666673,0.08,7.0,139564.3460664642,1,False,-0.18921808642079563,44
2020-01-01,Kurtunwaarey,0.4452618351340643,0.4855604762788724,0.4656396293608185,0.0,0.5933333333333334,0.02,5.0,188546.8622552998,1,True,0.04029864114480808,61
2020-01-01,Waajid,0.5312342103332384,0.4367229608336327,0.5458546307673043,0.0,0.38833333333333336,0.05,5.0,69575.12337121068,1,False,-0.09451124949960565,81
2020-01-01,Sheikh,0.2081401693223537,0.1455487847587028,0.311807882954238,0.0,0.265,0.12,2.0,71386.5516097911,1,False,-0.0625913845636509,78
2020-01-01,Baraawe,0.4454830625784129,0.4505242752665433,0.4680395945111392,0.0,0.39999999999999997,0.04,5.0,56743.49512043875,1,True,0.005041212688130403,14
2020-07-01,Jilib,0.3881953090823434,0.3124158815612382,0.3909294797509632,5.0,0.5133333333333333,0.1,5.0,148587.0,7,False,-0.07577942752110522,58
2020-07-01,Jamaame,0.3833278902677988,0.3061224489795918,0.4403832811966767,5.0,0.46166666666666667,0.11,5.0,61242.0,7,False,-0.077205441288207,56
2020-07-01,Balcad,0.3992414113024258,0.4233865465957157,0.3899254108022901,5.0,0.3466666666666667,0.03,6.0,183234.0,7,True,0.024145135293289877,11
2020-07-01,Sablaale,0.4933201385452746,0.4548825710754017,0.4587764880148566,5.0,0.5750000000000001,0.04,4.0,20212.0,7,False,-0.038437567469872924,77
